,,
,Nacionalidades,
,Ecuador,165
,Argentina,46
,Uruguay,14
,Colombia,10
,Nacionalizados,5
,Paraguay,3
,Venezuela,3
,Brasil,2
,Haiti,1
,Nigeria,1
,Panama,1
,TOTAL,251
